Date,Open,High,Low,Close,Adj Close,Volume
8/18/2010,3.918000,3.918000,3.720000,3.754000,3.754000,3006500
8/19/2010,3.708000,3.850000,3.666000,3.758000,3.758000,2895500
8/20/2010,3.730000,3.822000,3.702000,3.820000,3.820000,1480000
8/23/2010,3.818000,4.078000,3.800000,4.026000,4.026000,5440500
8/24/2010,3.850000,3.942000,3.790000,3.840000,3.840000,3365500
8/25/2010,3.832000,3.996000,3.712000,3.980000,3.980000,2516500
8/26/2010,3.978000,4.054000,3.920000,3.950000,3.950000,2169000
8/27/2010,3.950000,3.974000,3.900000,3.940000,3.940000,1898000
8/30/2010,3.940000,4.038000,3.922000,3.974000,3.974000,3664000
8/31/2010,3.932000,3.958000,3.866000,3.896000,3.896000,1005500
9/1/2010,3.924000,4.138000,3.920000,4.090000,4.090000,2474500
9/2/2010,4.074000,4.248000,4.062000,4.212000,4.212000,2435500
9/3/2010,4.174000,4.260000,4.132000,4.210000,4.210000,2173000
9/7/2010,4.122000,4.200000,4.100000,4.108000,4.108000,1217000
9/8/2010,4.132000,4.190000,4.120000,4.180000,4.180000,1442000
9/9/2010,4.200000,4.210000,4.138000,4.142000,4.142000,1881000
9/10/2010,4.150000,4.186000,3.952000,4.034000,4.034000,1933000
9/13/2010,4.178000,4.180000,4.100000,4.144000,4.144000,1804000
9/14/2010,4.108000,4.320000,4.106000,4.224000,4.224000,3273500
9/15/2010,4.196000,4.400000,4.158000,4.396000,4.396000,3423000
9/16/2010,4.430000,4.632000,4.168000,4.188000,4.188000,13422500
9/17/2010,4.204000,4.264000,3.960000,4.046000,4.046000,5992500
9/20/2010,4.134000,4.270000,4.032000,4.212000,4.212000,4737500
9/21/2010,4.178000,4.310000,4.134000,4.154000,4.154000,3980000
9/22/2010,4.174000,4.190000,3.960000,3.974000,3.974000,4814500
9/23/2010,3.978000,4.028000,3.900000,3.912000,3.912000,3340500
9/24/2010,3.990000,4.038000,3.930000,4.020000,4.020000,2894500
9/27/2010,4.080000,4.162000,4.010000,4.106000,4.106000,2093000
9/28/2010,4.208000,4.298000,4.152000,4.280000,4.280000,6072500
9/29/2010,4.238000,4.406000,4.226000,4.396000,4.396000,9846500
9/30/2010,4.400000,4.430000,4.038000,4.082000,4.082000,10979000
10/1/2010,4.138000,4.150000,4.062000,4.120000,4.120000,2988500
10/4/2010,4.086000,4.234000,4.060000,4.198000,4.198000,3218000
10/5/2010,4.230000,4.256000,4.202000,4.224000,4.224000,1660000
10/6/2010,4.212000,4.252000,4.064000,4.092000,4.092000,1567000
10/7/2010,4.114000,4.128000,4.068000,4.086000,4.086000,705000
10/8/2010,4.086000,4.158000,4.078000,4.086000,4.086000,1339000
10/11/2010,4.088000,4.140000,4.014000,4.048000,4.048000,856000
10/12/2010,4.040000,4.056000,4.006000,4.048000,4.048000,1220000
10/13/2010,4.128000,4.170000,4.072000,4.108000,4.108000,1591000
10/14/2010,4.200000,4.206000,4.080000,4.150000,4.150000,1474000
10/15/2010,4.178000,4.180000,4.050000,4.108000,4.108000,1423500
10/18/2010,4.104000,4.128000,4.044000,4.046000,4.046000,814000
10/19/2010,4.040000,4.082000,4.000000,4.010000,4.010000,1226000
10/20/2010,4.032000,4.138000,4.008000,4.130000,4.130000,1562500
10/21/2010,4.122000,4.190000,4.090000,4.150000,4.150000,2085500
10/22/2010,4.136000,4.186000,4.110000,4.144000,4.144000,805500
10/25/2010,4.188000,4.196000,4.146000,4.170000,4.170000,592500
10/26/2010,4.160000,4.374000,4.102000,4.272000,4.272000,3304500
10/27/2010,4.250000,4.276000,4.130000,4.200000,4.200000,1782500
10/28/2010,4.278000,4.300000,4.192000,4.238000,4.238000,1121000
10/29/2010,4.228000,4.370000,4.210000,4.368000,4.368000,1403000
11/1/2010,4.388000,4.550000,4.262000,4.282000,4.282000,2279000
11/2/2010,4.336000,4.376000,4.210000,4.250000,4.250000,1612500
11/3/2010,4.256000,4.500000,4.232000,4.354000,4.354000,1863000
11/4/2010,4.520000,5.066000,4.430000,4.980000,4.980000,9370000
11/5/2010,4.974000,4.994000,4.744000,4.888000,4.888000,5055000
11/8/2010,4.900000,5.000000,4.806000,4.996000,4.996000,2547500
11/9/2010,5.000000,5.138000,4.810000,4.926000,4.926000,4782000
11/10/2010,4.896000,5.994000,4.810000,5.872000,5.872000,15302500
11/11/2010,5.720000,5.820000,5.466000,5.608000,5.608000,9726500
11/12/2010,5.650000,6.100000,5.614000,5.968000,5.968000,13645500
11/15/2010,6.044000,6.588000,6.044000,6.160000,6.160000,13114500
11/16/2010,6.200000,6.280000,5.684000,5.934000,5.934000,6738000
11/17/2010,6.040000,6.150000,5.722000,5.898000,5.898000,3750000
11/18/2010,6.134000,6.148000,5.784000,5.978000,5.978000,4780500
11/19/2010,6.032000,6.274000,5.940000,6.198000,6.198000,5752500
11/22/2010,6.314000,6.690000,6.300000,6.680000,6.680000,7648500
11/23/2010,6.658000,7.136000,6.438000,6.914000,6.914000,7889000
11/24/2010,7.054000,7.194000,6.866000,7.094000,7.094000,7125000
11/26/2010,7.120000,7.200000,6.950000,7.064000,7.064000,1753000
11/29/2010,7.082000,7.190000,6.666000,6.866000,6.866000,5728000
11/30/2010,6.748000,7.066000,6.682000,7.066000,7.066000,11113000
12/1/2010,7.174000,7.284000,6.690000,6.870000,6.870000,6496000
12/2/2010,6.802000,6.860000,6.240000,6.470000,6.470000,10035000
12/3/2010,6.402000,6.450000,6.174000,6.298000,6.298000,5800500
12/6/2010,6.270000,6.290000,5.912000,6.062000,6.062000,6372000
12/7/2010,6.098000,6.480000,6.010000,6.312000,6.312000,6556500
12/8/2010,6.496000,6.498000,6.304000,6.474000,6.474000,3300000
12/9/2010,6.502000,6.544000,6.330000,6.410000,6.410000,2030000
12/10/2010,6.410000,6.584000,6.226000,6.304000,6.304000,2147000
12/13/2010,6.328000,6.354000,6.080000,6.110000,6.110000,2052000
12/14/2010,6.058000,6.078000,5.552000,5.706000,5.706000,8828500
12/15/2010,5.734000,5.994000,5.706000,5.920000,5.920000,3714500
12/16/2010,6.000000,6.182000,5.930000,6.162000,6.162000,3950500
12/17/2010,6.268000,6.308000,6.142000,6.272000,6.272000,4065000
12/20/2010,6.328000,6.438000,6.252000,6.340000,6.340000,2617000
12/21/2010,6.360000,6.538000,6.342000,6.452000,6.452000,3888500
12/22/2010,6.450000,6.572000,6.340000,6.526000,6.526000,4166500
12/23/2010,6.252000,6.496000,5.984000,6.018000,6.018000,7763000
12/27/2010,5.604000,5.716000,5.012000,5.110000,5.110000,46509500
12/28/2010,5.170000,5.350000,5.000000,5.282000,5.282000,20281500
12/29/2010,5.406000,5.602000,5.300000,5.546000,5.546000,16596000
12/30/2010,5.540000,5.580000,5.276000,5.300000,5.300000,10205500
12/31/2010,5.314000,5.450000,5.300000,5.326000,5.326000,7089500
1/3/2011,5.368000,5.400000,5.180000,5.324000,5.324000,6415000
1/4/2011,5.332000,5.390000,5.204000,5.334000,5.334000,5937000
1/5/2011,5.296000,5.380000,5.238000,5.366000,5.366000,7233500
1/6/2011,5.366000,5.600000,5.362000,5.576000,5.576000,10306000
1/7/2011,5.600000,5.716000,5.580000,5.648000,5.648000,11239500
1/10/2011,5.634000,5.736000,5.610000,5.690000,5.690000,6713500
1/11/2011,5.718000,5.742000,5.384000,5.392000,5.392000,8551000
1/12/2011,5.402000,5.480000,5.304000,5.392000,5.392000,4822000
1/13/2011,5.392000,5.394000,5.232000,5.244000,5.244000,3618000
1/14/2011,5.230000,5.316000,5.122000,5.150000,5.150000,5960000
1/18/2011,5.096000,5.128000,4.950000,5.128000,5.128000,8108500
1/19/2011,5.054000,5.094000,4.750000,4.806000,4.806000,11857500
1/20/2011,4.806000,4.890000,4.474000,4.524000,4.524000,11399500
1/21/2011,4.624000,4.718000,4.542000,4.608000,4.608000,6085000
1/24/2011,4.706000,4.962000,4.646000,4.898000,4.898000,8225500
1/25/2011,4.930000,4.978000,4.804000,4.936000,4.936000,6357500
1/26/2011,4.942000,4.976000,4.820000,4.950000,4.950000,5399500
1/27/2011,4.948000,5.016000,4.906000,4.984000,4.984000,4478500
1/28/2011,4.976000,4.976000,4.750000,4.802000,4.802000,5242000
1/31/2011,4.810000,4.824000,4.700000,4.820000,4.820000,4151500
2/1/2011,4.862000,4.946000,4.708000,4.782000,4.782000,3539000
2/2/2011,4.832000,4.836000,4.734000,4.788000,4.788000,2847500
2/3/2011,4.764000,4.780000,4.630000,4.726000,4.726000,2560000
2/4/2011,4.688000,4.734000,4.644000,4.692000,4.692000,2720000
2/7/2011,4.652000,4.652000,4.576000,4.614000,4.614000,4475500
2/8/2011,4.756000,5.050000,4.600000,4.898000,4.898000,17524500
2/9/2011,4.826000,4.836000,4.558000,4.642000,4.642000,13178000
2/10/2011,4.652000,4.728000,4.562000,4.644000,4.644000,4180500
2/11/2011,4.650000,4.750000,4.588000,4.650000,4.650000,3172500
2/14/2011,4.728000,4.828000,4.610000,4.616000,4.616000,6415500
2/15/2011,4.602000,4.634000,4.512000,4.568000,4.568000,4768500
2/16/2011,4.620000,4.994000,4.614000,4.946000,4.946000,20575500
2/17/2011,4.926000,5.098000,4.710000,4.720000,4.720000,13092000
2/18/2011,4.666000,4.698000,4.592000,4.636000,4.636000,11853500
2/22/2011,4.576000,4.600000,4.356000,4.374000,4.374000,10323000
2/23/2011,4.436000,4.500000,4.222000,4.366000,4.366000,8028000
2/24/2011,4.356000,4.516000,4.300000,4.506000,4.506000,5276500
2/25/2011,4.562000,4.770000,4.538000,4.722000,4.722000,6731500
2/28/2011,4.748000,4.820000,4.700000,4.778000,4.778000,5256000
3/1/2011,4.810000,4.864000,4.740000,4.788000,4.788000,5532000
3/2/2011,4.764000,4.856000,4.746000,4.804000,4.804000,3316500
3/3/2011,4.896000,4.958000,4.812000,4.872000,4.872000,3201000
3/4/2011,4.896000,4.998000,4.756000,4.990000,4.990000,7900500
3/7/2011,4.986000,5.080000,4.940000,4.988000,4.988000,10168000
3/8/2011,4.920000,4.992000,4.800000,4.932000,4.932000,6999500
3/9/2011,4.932000,4.998000,4.854000,4.944000,4.944000,4624000
3/10/2011,4.888000,4.898000,4.746000,4.802000,4.802000,5085000
3/11/2011,4.770000,4.850000,4.706000,4.814000,4.814000,4654000
3/14/2011,4.764000,4.800000,4.640000,4.650000,4.650000,5830000
3/15/2011,4.440000,4.592000,4.360000,4.590000,4.590000,6594000
3/16/2011,4.572000,4.650000,4.538000,4.564000,4.564000,5848500
3/17/2011,4.648000,4.686000,4.528000,4.562000,4.562000,4613000
3/18/2011,4.638000,4.638000,4.502000,4.592000,4.592000,3439500
3/21/2011,4.610000,4.610000,4.508000,4.546000,4.546000,2058500
3/22/2011,4.546000,4.572000,4.400000,4.438000,4.438000,2914500
3/23/2011,4.422000,4.454000,4.354000,4.442000,4.442000,2114000
3/24/2011,4.428000,4.476000,4.396000,4.466000,4.466000,2311000
3/25/2011,4.486000,4.600000,4.480000,4.550000,4.550000,2840000
3/28/2011,4.540000,4.708000,4.510000,4.650000,4.650000,5290500
3/29/2011,4.660000,4.800000,4.642000,4.784000,4.784000,3777000
3/30/2011,4.822000,4.898000,4.602000,4.742000,4.742000,6116500
3/31/2011,5.310000,5.742000,5.300000,5.550000,5.550000,57589000
4/1/2011,5.490000,5.636000,5.314000,5.332000,5.332000,14324000
4/4/2011,5.366000,5.400000,5.046000,5.166000,5.166000,13046500
4/5/2011,5.180000,5.400000,5.138000,5.340000,5.340000,15904500
4/6/2011,5.398000,5.402000,5.160000,5.298000,5.298000,6441500
4/7/2011,5.370000,5.588000,5.290000,5.448000,5.448000,14051500
4/8/2011,5.516000,5.520000,5.272000,5.298000,5.298000,9732000
4/11/2011,5.294000,5.306000,5.004000,5.054000,5.054000,6847000
4/12/2011,5.016000,5.042000,4.860000,4.930000,4.930000,6787000
4/13/2011,5.026000,5.138000,4.962000,4.986000,4.986000,6057500
4/14/2011,4.974000,5.056000,4.840000,5.028000,5.028000,4917000
4/15/2011,5.130000,5.236000,5.082000,5.116000,5.116000,4717500
4/18/2011,5.026000,5.124000,4.872000,5.006000,5.006000,5169500
4/19/2011,5.052000,5.052000,4.930000,5.032000,5.032000,2743500
4/20/2011,5.140000,5.218000,5.060000,5.150000,5.150000,4186000
4/21/2011,5.170000,5.396000,5.118000,5.348000,5.348000,6930500
4/25/2011,5.340000,5.346000,5.194000,5.278000,5.278000,4004500
4/26/2011,5.332000,5.450000,5.262000,5.386000,5.386000,7000000
4/27/2011,5.386000,5.472000,5.326000,5.416000,5.416000,4984500
4/28/2011,5.414000,5.538000,5.344000,5.532000,5.532000,8000000
4/29/2011,5.538000,5.574000,5.484000,5.520000,5.520000,3630000
5/2/2011,5.520000,5.560000,5.412000,5.490000,5.490000,3923000
5/3/2011,5.476000,5.478000,5.300000,5.374000,5.374000,4569500
5/4/2011,5.356000,5.400000,5.150000,5.338000,5.338000,5222500
5/5/2011,5.440000,5.488000,5.234000,5.288000,5.288000,6092500
5/6/2011,5.380000,5.540000,5.324000,5.424000,5.424000,4908500
5/9/2011,5.400000,5.600000,5.370000,5.582000,5.582000,4582000
5/10/2011,5.648000,5.790000,5.582000,5.666000,5.666000,7676500
5/11/2011,5.640000,5.660000,5.384000,5.414000,5.414000,4812500
5/12/2011,5.414000,5.548000,5.330000,5.534000,5.534000,3140000
5/13/2011,5.600000,5.638000,5.460000,5.510000,5.510000,3307500
5/16/2011,5.598000,5.598000,5.310000,5.320000,5.320000,3778500
5/17/2011,5.400000,5.400000,5.144000,5.192000,5.192000,6171000
5/18/2011,5.220000,5.294000,5.104000,5.270000,5.270000,3647500
5/19/2011,5.406000,5.688000,5.320000,5.640000,5.640000,13275500
5/20/2011,5.652000,5.656000,5.470000,5.594000,5.594000,4212500
5/23/2011,5.524000,5.524000,5.324000,5.364000,5.364000,4318000
5/24/2011,5.404000,5.500000,5.320000,5.344000,5.344000,3068500
5/25/2011,5.380000,5.802000,5.234000,5.796000,5.796000,23465500
5/26/2011,5.764000,5.952000,5.620000,5.896000,5.896000,16684500
5/27/2011,5.908000,5.934000,5.764000,5.910000,5.910000,8435500
5/31/2011,5.938000,6.056000,5.910000,6.028000,6.028000,16452500
6/1/2011,6.000000,6.020000,5.676000,5.704000,5.704000,7649500
6/2/2011,5.704000,5.864000,5.702000,5.752000,5.752000,4931500
6/3/2011,5.990000,6.300000,5.900000,6.026000,6.026000,31046000
6/6/2011,6.020000,6.026000,5.652000,5.740000,5.740000,11655500
6/7/2011,5.788000,5.878000,5.652000,5.674000,5.674000,6110500
6/8/2011,5.688000,5.720000,5.404000,5.424000,5.424000,8479500
6/9/2011,5.486000,5.620000,5.420000,5.524000,5.524000,8016000
6/10/2011,5.504000,5.660000,5.470000,5.572000,5.572000,7833000
6/13/2011,5.614000,5.776000,5.576000,5.686000,5.686000,8567000
6/14/2011,5.708000,5.940000,5.704000,5.720000,5.720000,7867000
6/15/2011,5.688000,5.690000,5.414000,5.464000,5.464000,6725000
6/16/2011,5.534000,5.600000,5.148000,5.300000,5.300000,9211000
6/17/2011,5.374000,5.540000,5.228000,5.300000,5.300000,8570000
6/20/2011,5.258000,5.292000,5.100000,5.202000,5.202000,7689000
6/21/2011,5.248000,5.546000,5.200000,5.506000,5.506000,7480000
6/22/2011,5.474000,5.650000,5.420000,5.442000,5.442000,7378000
6/23/2011,5.440000,5.544000,5.242000,5.542000,5.542000,5850000
6/24/2011,5.528000,5.594000,5.452000,5.514000,5.514000,18042500
6/27/2011,5.546000,5.656000,5.462000,5.492000,5.492000,9047000
6/28/2011,5.558000,5.650000,5.534000,5.622000,5.622000,4446000
6/29/2011,5.700000,5.818000,5.614000,5.658000,5.658000,7309000
6/30/2011,5.700000,5.866000,5.680000,5.826000,5.826000,4733500
7/1/2011,5.814000,5.920000,5.760000,5.804000,5.804000,4274500
7/5/2011,5.804000,5.904000,5.742000,5.828000,5.828000,4980000
7/6/2011,5.828000,5.828000,5.710000,5.792000,5.792000,4634500
7/7/2011,5.828000,6.000000,5.802000,5.946000,5.946000,6639500
7/8/2011,5.978000,5.978000,5.718000,5.762000,5.762000,6203000
7/11/2011,5.680000,5.706000,5.600000,5.670000,5.670000,4879000
7/12/2011,5.674000,5.818000,5.600000,5.634000,5.634000,5227000
7/13/2011,5.686000,5.806000,5.580000,5.728000,5.728000,5330000
7/14/2011,5.706000,5.792000,5.450000,5.522000,5.522000,5795000
7/15/2011,5.558000,5.566000,5.480000,5.516000,5.516000,3545000
7/18/2011,5.468000,5.490000,5.326000,5.446000,5.446000,4259500
7/19/2011,5.516000,5.622000,5.508000,5.578000,5.578000,5130500
7/20/2011,5.600000,6.088000,5.560000,5.738000,5.738000,15241500
7/21/2011,5.782000,5.832000,5.620000,5.740000,5.740000,5057500
7/22/2011,5.740000,5.908000,5.710000,5.858000,5.858000,2917500
7/25/2011,5.802000,5.850000,5.688000,5.698000,5.698000,3366500
7/26/2011,5.662000,5.754000,5.594000,5.600000,5.600000,3803000
7/27/2011,5.700000,5.700000,5.502000,5.528000,5.528000,4792500
7/28/2011,5.520000,5.710000,5.508000,5.634000,5.634000,4693500
7/29/2011,5.560000,5.680000,5.500000,5.634000,5.634000,4741000
8/1/2011,5.734000,5.796000,5.642000,5.754000,5.754000,5824500
8/2/2011,5.738000,5.840000,5.454000,5.468000,5.468000,7747000
8/3/2011,5.500000,5.566000,5.268000,5.440000,5.440000,8972500
8/4/2011,5.302000,5.378000,4.934000,4.950000,4.950000,15322500
8/5/2011,4.998000,5.076000,4.566000,4.848000,4.848000,9822000
8/8/2011,4.620000,4.888000,4.620000,4.728000,4.728000,13042500
8/9/2011,4.830000,5.090000,4.740000,5.012000,5.012000,6667000
8/10/2011,5.088000,5.088000,4.726000,4.764000,4.764000,7821000
8/11/2011,4.808000,5.150000,4.800000,5.060000,5.060000,4182500
8/12/2011,5.120000,5.428000,5.072000,5.262000,5.262000,5045500
8/15/2011,5.324000,5.350000,5.186000,5.246000,5.246000,3693000
8/16/2011,5.226000,5.308000,5.166000,5.220000,5.220000,2688500
8/17/2011,5.278000,5.330000,5.102000,5.166000,5.166000,3218500
8/18/2011,5.000000,5.030000,4.694000,4.852000,4.852000,5283000
8/19/2011,4.772000,4.844000,4.400000,4.460000,4.460000,6876500
8/22/2011,4.622000,4.760000,4.336000,4.390000,4.390000,4930500
8/23/2011,4.386000,4.622000,4.300000,4.592000,4.592000,4345000
8/24/2011,4.620000,4.786000,4.566000,4.774000,4.774000,3421500
8/25/2011,4.774000,4.774000,4.580000,4.622000,4.622000,3399000
8/26/2011,4.542000,4.790000,4.414000,4.746000,4.746000,3809000
8/29/2011,4.844000,4.970000,4.804000,4.942000,4.942000,4017000
8/30/2011,4.900000,4.954000,4.818000,4.926000,4.926000,1831000
8/31/2011,4.960000,5.100000,4.856000,4.948000,4.948000,4119000
9/1/2011,4.932000,4.974000,4.768000,4.800000,4.800000,4240500
9/2/2011,4.732000,4.798000,4.536000,4.614000,4.614000,3849500
9/6/2011,4.500000,4.640000,4.458000,4.588000,4.588000,4049000
9/7/2011,4.678000,4.800000,4.656000,4.768000,4.768000,2296000
9/8/2011,4.716000,4.806000,4.656000,4.722000,4.722000,2528500
9/9/2011,4.674000,4.714000,4.510000,4.594000,4.594000,3346500
9/12/2011,4.500000,4.662000,4.490000,4.576000,4.576000,2833000
9/13/2011,4.602000,4.820000,4.550000,4.816000,4.816000,3632500
9/14/2011,4.850000,4.968000,4.758000,4.868000,4.868000,4154000
9/15/2011,4.916000,4.986000,4.866000,4.964000,4.964000,2813000
9/16/2011,4.956000,5.168000,4.898000,5.160000,5.160000,7085500
9/19/2011,4.990000,5.162000,4.764000,5.154000,5.154000,5787000
9/20/2011,5.196000,5.320000,5.134000,5.202000,5.202000,5902000
9/21/2011,5.190000,5.390000,5.140000,5.170000,5.170000,4938000
9/22/2011,5.128000,5.222000,4.976000,5.126000,5.126000,3879000
9/23/2011,5.098000,5.324000,5.070000,5.276000,5.276000,5782000
9/26/2011,5.304000,5.304000,4.980000,5.104000,5.104000,4674000
9/27/2011,5.200000,5.398000,5.114000,5.238000,5.238000,3372500
9/28/2011,5.200000,5.300000,4.902000,4.918000,4.918000,3616500
9/29/2011,5.144000,5.164000,4.710000,4.824000,4.824000,4648000
9/30/2011,4.960000,4.978000,4.698000,4.878000,4.878000,6680500
10/3/2011,4.990000,5.000000,4.650000,4.746000,4.746000,5116000
10/4/2011,4.658000,4.864000,4.586000,4.732000,4.732000,6001500
10/5/2011,4.806000,5.168000,4.670000,5.074000,5.074000,6147500
10/6/2011,5.074000,5.520000,5.004000,5.392000,5.392000,8845500
10/7/2011,5.396000,5.520000,5.210000,5.398000,5.398000,6558000
10/10/2011,5.462000,5.636000,5.400000,5.576000,5.576000,4617500
10/11/2011,5.502000,5.554000,5.418000,5.522000,5.522000,2878500
10/12/2011,5.450000,5.600000,5.440000,5.560000,5.560000,5617000
10/13/2011,5.526000,5.694000,5.488000,5.588000,5.588000,5217500
10/14/2011,5.600000,5.710000,5.452000,5.610000,5.610000,7002500
10/17/2011,5.572000,5.600000,5.452000,5.484000,5.484000,3772500
10/18/2011,5.460000,5.686000,5.342000,5.668000,5.668000,4998500
10/19/2011,5.604000,5.612000,5.460000,5.514000,5.514000,3964500
10/20/2011,5.488000,5.494000,5.400000,5.468000,5.468000,4998500
10/21/2011,5.480000,5.660000,5.402000,5.606000,5.606000,5713000
10/24/2011,5.574000,5.778000,5.550000,5.710000,5.710000,4703000
10/25/2011,5.646000,5.772000,5.560000,5.650000,5.650000,3272000
10/26/2011,5.638000,5.674000,5.480000,5.596000,5.596000,2552500
10/27/2011,5.668000,5.790000,5.622000,5.752000,5.752000,4347000
10/28/2011,5.700000,6.000000,5.602000,5.974000,5.974000,6320000
10/31/2011,5.900000,5.902000,5.750000,5.874000,5.874000,5670000
11/1/2011,5.678000,5.784000,5.600000,5.776000,5.776000,3176000
11/2/2011,5.800000,5.852000,5.650000,5.742000,5.742000,4376500
11/3/2011,6.000000,6.498000,5.906000,6.492000,6.492000,12548500
11/4/2011,6.292000,6.480000,6.102000,6.462000,6.462000,15164500
11/7/2011,6.328000,6.400000,6.150000,6.254000,6.254000,6331500
11/8/2011,6.274000,6.400000,6.144000,6.368000,6.368000,5839500
11/9/2011,6.174000,6.298000,6.060000,6.176000,6.176000,4768500
11/10/2011,6.188000,6.300000,6.130000,6.266000,6.266000,3736500
11/11/2011,6.380000,6.900000,6.114000,6.728000,6.728000,19341500
11/14/2011,6.600000,6.708000,6.524000,6.644000,6.644000,6628500
11/15/2011,6.584000,6.880000,6.546000,6.786000,6.786000,4455000
11/16/2011,6.696000,7.000000,6.680000,6.988000,6.988000,9166000
11/17/2011,6.900000,6.980000,6.638000,6.736000,6.736000,6746500
11/18/2011,6.728000,6.822000,6.508000,6.520000,6.520000,4514000
11/21/2011,6.488000,6.488000,6.210000,6.352000,6.352000,5158000
11/22/2011,6.352000,6.558000,6.210000,6.414000,6.414000,3663000
11/23/2011,6.352000,6.410000,6.250000,6.290000,6.290000,2259000
11/25/2011,6.310000,6.482000,6.216000,6.332000,6.332000,1198000
11/28/2011,6.400000,6.656000,6.362000,6.512000,6.512000,3406000
11/29/2011,6.498000,6.614000,6.326000,6.350000,6.350000,2955500
11/30/2011,6.500000,6.586000,6.444000,6.548000,6.548000,3801500
12/1/2011,6.514000,6.798000,6.396000,6.520000,6.520000,5151000
12/2/2011,6.566000,6.738000,6.480000,6.660000,6.660000,4014000
12/5/2011,6.706000,7.000000,6.686000,6.884000,6.884000,5800500
12/6/2011,6.840000,6.996000,6.806000,6.974000,6.974000,4759000
12/7/2011,6.926000,6.978000,6.760000,6.838000,6.838000,3371500
12/8/2011,6.168000,6.330000,5.922000,6.178000,6.178000,16529000
12/9/2011,6.108000,6.224000,6.056000,6.208000,6.208000,6197500
12/12/2011,6.088000,6.124000,6.004000,6.082000,6.082000,3793500
12/13/2011,6.114000,6.186000,5.782000,5.890000,5.890000,4970500
12/14/2011,5.900000,5.936000,5.600000,5.706000,5.706000,5819500
12/15/2011,5.734000,5.834000,5.624000,5.724000,5.724000,3501500
12/16/2011,5.758000,5.786000,5.596000,5.600000,5.600000,5148500
12/19/2011,5.618000,5.700000,5.474000,5.550000,5.550000,4935000
12/20/2011,5.610000,5.690000,5.544000,5.580000,5.580000,4216500
12/21/2011,5.582000,5.614000,5.206000,5.514000,5.514000,8527500
12/22/2011,5.520000,5.610000,5.460000,5.554000,5.554000,5047000
12/23/2011,5.600000,5.600000,5.504000,5.580000,5.580000,2957000
12/27/2011,5.532000,5.754000,5.528000,5.714000,5.714000,3887500
12/28/2011,5.798000,5.848000,5.608000,5.702000,5.702000,2876000
12/29/2011,5.718000,5.868000,5.710000,5.746000,5.746000,2441000
12/30/2011,5.698000,5.796000,5.650000,5.712000,5.712000,1699000
1/3/2012,5.788000,5.900000,5.530000,5.616000,5.616000,4640500
1/4/2012,5.642000,5.734000,5.500000,5.542000,5.542000,3150500
1/5/2012,5.552000,5.586000,5.370000,5.424000,5.424000,5027500
1/6/2012,5.440000,5.558000,5.282000,5.382000,5.382000,4931500
1/9/2012,5.400000,5.498000,5.224000,5.450000,5.450000,4485000
1/10/2012,5.488000,5.552000,5.450000,5.524000,5.524000,3359000
1/11/2012,5.524000,5.676000,5.460000,5.646000,5.646000,3361500
1/12/2012,5.696000,5.724000,5.562000,5.650000,5.650000,3646500
1/13/2012,5.680000,5.700000,4.528000,4.558000,4.558000,27502000
1/17/2012,5.324000,5.468000,5.282000,5.320000,5.320000,23258000
1/18/2012,5.338000,5.376000,5.250000,5.362000,5.362000,6301000
1/19/2012,5.438000,5.548000,5.322000,5.352000,5.352000,6231500
1/20/2012,5.380000,5.400000,5.280000,5.320000,5.320000,3311500
1/23/2012,5.362000,5.442000,5.320000,5.354000,5.354000,2973000
1/24/2012,5.326000,5.536000,5.288000,5.484000,5.484000,4290000
1/25/2012,5.454000,5.602000,5.410000,5.594000,5.594000,3056000
1/26/2012,5.614000,5.916000,5.600000,5.788000,5.788000,6355500
1/27/2012,5.700000,5.944000,5.700000,5.866000,5.866000,3742000
1/30/2012,5.898000,5.922000,5.706000,5.914000,5.914000,3645000
1/31/2012,5.980000,6.000000,5.774000,5.814000,5.814000,4782000
2/1/2012,5.814000,5.940000,5.800000,5.916000,5.916000,2616000
2/2/2012,5.944000,6.176000,5.922000,6.050000,6.050000,4028500
2/3/2012,6.082000,6.266000,6.050000,6.230000,6.230000,3822500
2/6/2012,6.220000,6.380000,6.210000,6.360000,6.360000,3260500
2/7/2012,6.360000,6.360000,6.164000,6.320000,6.320000,5108000
2/8/2012,6.320000,6.402000,6.258000,6.386000,6.386000,3118500
2/9/2012,6.400000,6.580000,6.286000,6.516000,6.516000,6385500
2/10/2012,6.452000,6.454000,5.968000,6.220000,6.220000,9371000
2/13/2012,6.310000,6.412000,6.180000,6.298000,6.298000,5789500
2/14/2012,6.348000,6.758000,6.280000,6.634000,6.634000,9054000
2/15/2012,6.620000,6.882000,6.454000,6.720000,6.720000,13809000
2/16/2012,6.700000,6.902000,6.508000,6.836000,6.836000,11098500
2/17/2012,6.798000,6.994000,6.700000,6.994000,6.994000,6883500
2/21/2012,6.974000,6.974000,6.762000,6.900000,6.900000,5679000
2/22/2012,6.900000,6.944000,6.500000,6.844000,6.844000,8273000
2/23/2012,6.798000,6.994000,6.712000,6.906000,6.906000,4102000
2/24/2012,6.846000,6.904000,6.654000,6.750000,6.750000,4799500
2/27/2012,6.682000,6.800000,6.600000,6.724000,6.724000,3030000
2/28/2012,6.728000,6.888000,6.634000,6.762000,6.762000,3061000
2/29/2012,6.762000,6.824000,6.628000,6.682000,6.682000,2678500
3/1/2012,6.702000,6.900000,6.662000,6.882000,6.882000,3517500
